Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
1477,CIGI,CCC,Colliers International Group Inc.  - Subordinate,90.639,40.03,12/16/2020
1478,BKR,CCC,Baker Hughes Company Class A Common Stock,90.581,41.93,12/8/2020
1479,DOOO,CCC,BRP Inc. - Common Subordinate Voting Shares,90.552,33.48,12/17/2020
1480,AVY,CCC,Avery Dennison Corporation Common Stock,90.5,21.25,11/26/2020
1481,USFD,CCC,US Foods Holding Corp. Common Stock,90.483,30.9,12/14/2020
1482,ARMK,CCC,Aramark Common Stock,90.479,39.86,11/8/2020
1483,MCHP,CCC,Microchip Technology Incorporated - Common Stock,90.456,46.74,11/27/2020
1484,BAP,CCC,Credicorp Ltd. Common Stock,90.444,26.04,11/17/2020
1485,ZTO,CCC,ZTO Express (Cayman) Inc. American Depositary Sha,90.405,-87.34,12/10/2020
1486,OCFT,CCC,"OneConnect Financial Technology Co., Ltd. America",90.4,16.09,12/16/2020
1487,IFF,CCC,"Internationa Flavors & Fragrances, Inc. Common St",90.392,-7.31,12/3/2020
1488,TTM,CCC,Tata Motors Ltd Tata Motors Limited,90.376,21.76,11/28/2020
1489,DD,CCC,"DuPont de Nemours, Inc. Common Stock",90.369,17.21,12/3/2020
1490,PPG,CCC,"PPG Industries, Inc. Common Stock",90.361,17.99,12/10/2020
1491,COF,CCC,Capital One Financial Corporation Common Stock,90.345,24.34,12/3/2020
1492,HSBC,CCC,"HSBC Holdings, plc. Common Stock",90.331,32.77,10/31/2020
1493,FNF,CCC,"FNF Group of Fidelity National Financial, Inc. Co",90.33,18.04,11/9/2020
1494,NTAP,CCC,"NetApp, Inc. - Common Stock",90.316,51.3,11/28/2020
1495,EEFT,CCC,"Euronet Worldwide, Inc. - Common Stock",90.287,47.9,11/29/2020
1496,LHX,CCC,"L3Harris Technologies, Inc. Common Stock",90.196,-2.55,10/20/2020
1497,UBS,CCC,UBS Group AG Registered Ordinary Shares,90.077,17.68,12/13/2020
1498,BLL,CCC,Ball Corporation Common Stock,90.072,11.15,12/15/2020
1499,BWA,CCC,BorgWarner Inc. Common Stock,90.07,17.98,11/20/2020
1500,CFG,CCC,"Citizens Financial Group, Inc. Common Stock",90.038,28.13,10/17/2020
1501,FBHS,CCC,"Fortune Brands Home & Security, Inc. Common Stock",90.035,1.81,12/4/2020
1502,OC,CCC,Owens Corning Inc Common Stock New,90.026,14.44,12/15/2020
1503,WAB,CCC,Westinghouse Air Brake Technologies Corporation C,89.949,8.43,11/26/2020
1504,INGR,CCC,Ingredion Incorporated Common Stock,89.932,-1.52,12/13/2020
1505,LNC,CCC,Lincoln National Corporation Common Stock,89.908,47.04,11/11/2020
1506,NVRO,CCC,Nevro Corp. Common Stock,89.826,25.05,11/23/2020
1507,HEI,CCC,Heico Corporation Common Stock,89.809,24.16,12/16/2020
1508,FTS,CCC,Fortis Inc. Common Shares,89.798,6.69,11/22/2020
1509,ORLY,CCC,"O'Reilly Automotive, Inc. - Common Stock",89.748,-4.73,11/5/2020
1510,EXC,CCC,Exelon Corporation Common Stock,89.735,19.38,11/30/2020
1511,VTRS,CCC,Viatris Inc. - Common Stock,89.626,140.74,12/18/2020
1512,NEE,CCC,"NextEra Energy, Inc. Common Stock",89.572,8.45,12/14/2020
1513,WPP,CCC,WPP plc American Depositary Shares,89.564,38.72,12/17/2020
1514,OTEX,CCC,Open Text Corporation - Common Shares,89.535,8.09,11/17/2020
1515,FNV,CCC,Franco-Nevada Corporation,89.465,-3.64,12/15/2020
1516,VMC,CCC,Vulcan Materials Company (Holding Company) Common,89.458,6.25,11/26/2020
1517,CAH,CCC,"Cardinal Health, Inc. Common Stock",89.435,14.1,11/12/2020
1518,VICI,CCC,VICI Properties Inc. Common Stock,89.398,12.35,12/16/2020
1519,ST,CCC,Sensata Technologies Holding N.V. Ordinary Shares,89.308,17.1,12/2/2020
1520,GGB,CCC,Gerdau S.A. Common Stock,89.307,24.81,12/2/2020
1521,MRK,CCC,"Merck & Company, Inc. Common Stock (new)",89.295,-6.95,12/12/2020
1522,DTE,CCC,DTE Energy Company Common Stock,89.285,10.8,12/6/2020
1523,AVB,CCC,"AvalonBay Communities, Inc. Common Stock",89.279,7.18,11/18/2020
1524,RGLD,CCC,"Royal Gold, Inc. - Common Stock",89.267,-6.55,11/19/2020
1525,JNJ,CCC,Johnson & Johnson Common Stock,89.234,-0.79,11/18/2020
1526,VAC,CCC,Marriot Vacations Worldwide Corporation Common St,89.135,39.68,12/14/2020
1527,NXPI,CCC,NXP Semiconductors N.V. - Common Stock,89.129,21.72,12/16/2020
1528,ISRG,CCC,"Intuitive Surgical, Inc. - Common Stock",89.093,12.46,12/9/2020
1529,ANTM,CCC,"Anthem, Inc. Common Stock",89.005,17.56,12/17/2020
1530,KO,CCC,Coca-Cola Company (The) Common Stock,88.938,6.79,12/11/2020
1531,HUM,CCC,Humana Inc. Common Stock,88.934,-1.53,12/12/2020
1532,BURL,CCC,"Burlington Stores, Inc. Common Stock",88.914,16.28,12/9/2020
1533,CSCO,CCC,"Cisco Systems, Inc. - Common Stock",88.856,14.09,12/17/2020
1534,AMT,CCC,American Tower Corporation (REIT) Common Stock,88.837,-11.79,12/13/2020
1535,IX,CCC-,Orix Corp Ads Common Stock,88.817,7,12/18/2020
1536,RMD,CCC-,ResMed Inc. Common Stock,88.806,23.83,12/17/2020
1537,ATHM,CCC-,"Autohome Inc. American Depositary Shares, each re",88.773,0.81,12/17/2020
1538,PBA,CCC-,Pembina Pipeline Corp. Ordinary Shares (Canada),88.739,10.72,12/11/2020
1539,RSG,CCC-,"Republic Services, Inc. Common Stock",88.728,2.87,12/9/2020
1540,CSX,CCC-,CSX Corporation - Common Stock,88.703,11.57,12/17/2020
1541,RE,CCC-,"Everest Re Group, Ltd. Common Stock",88.678,16.77,11/5/2020
1542,HUBB,CCC-,Hubbell Inc Common Stock,88.651,14.36,12/11/2020
1543,BABA,CCC-,Alibaba Group Holding Limited American Depositary,88.596,-4.22,12/18/2020
1544,WIT,CCC-,Wipro Limited Common Stock,88.554,14.74,12/5/2020
1545,ERIC,CCC-,Ericsson - ADS each representing 1 underlying Cla,88.526,6.42,12/17/2020
1546,PGR,CCC-,Progressive Corporation (The) Common Stock,88.508,-0.57,10/12/2020
1547,GSK,CCC-,GlaxoSmithKline PLC Common Stock,88.449,-5.09,12/17/2020
1548,ADBE,CCC-,Adobe Inc. - Common Stock,88.428,5.96,12/16/2020
1549,TMUS,CCC-,"T-Mobile US, Inc. - Common Stock",88.364,15.89,12/16/2020
1550,VRSN,CCC-,"VeriSign, Inc. - Common Stock",88.363,5.78,11/24/2020
1551,TCOM,CCC-,Trip.com Group Limited - American Depositary Shar,88.313,18.62,12/15/2020
1552,SIVB,CCC-,SVB Financial Group - Common Stock,88.281,53.79,10/27/2020
1553,SNA,CCC-,Snap-On Incorporated Common Stock,88.215,15.48,12/4/2020
1554,MSI,CCC-,"Motorola Solutions, Inc. Common Stock",88.17,5.94,10/17/2020
1555,CBRE,CCC-,CBRE Group Inc Common Stock Class A,88.167,40.74,10/31/2020
1556,VMW,CCC-,"Vmware, Inc. Common stock, Class A",88.149,4.81,12/8/2020
1557,FDS,CCC-,FactSet Research Systems Inc. Common Stock,88.122,2.62,12/16/2020
1558,CONE,CCC-,CyrusOne Inc - Common Stock,88.003,-5.33,12/14/2020
1559,LSI,CCC-,"Life Storage, Inc. Common Stock",87.921,14.13,12/9/2020
1560,AAPL,CCC-,Apple Inc. - Common Stock,87.702,19.75,12/16/2020
1561,SNPS,CCC-,"Synopsys, Inc. - Common Stock",87.616,27.51,12/3/2020
1562,duk,CCC-,Duke Energy Corporation (Holding Company) Common,87.597,9.96,11/19/2020
1563,ODFL,CCC-,"Old Dominion Freight Line, Inc. - Common Stock",87.482,6.51,11/14/2020
1564,KMB,CCC-,Kimberly-Clark Corporation Common Stock,87.475,-6.86,11/4/2020
1565,LKQ,CCC-,LKQ Corporation - Common Stock,87.472,34.27,12/15/2020
1566,SO,CCC-,Southern Company (The) Common Stock,87.409,14.44,12/13/2020
1567,TAK,CCC-,Takeda Pharmaceutical Company Limited American De,87.37,-2.28,12/10/2020
1568,GPC,CCC-,Genuine Parts Company Common Stock,87.324,-7.33,12/7/2020
1569,FWONA,CCC-,Liberty Media Corporation - Series A Liberty Form,87.257,16.93,12/10/2020
1570,JLL,CCC-,Jones Lang LaSalle Incorporated Common Stock,87.227,47.82,11/28/2020
1571,APTV,CCC-,Aptiv PLC Ordinary Shares,87.199,40.4,11/10/2020
1572,WAT,CCC-,Waters Corporation Common Stock,87.162,28.53,12/11/2020
1573,PDD,CCC-,Pinduoduo Inc. - American Depositary Shares,87.158,92.39,12/12/2020
1574,amtd,CCC-,TD Ameritrade Holding Corporation - Common Stock,87.061,0.49,12/16/2020
1575,VER,CCC-,"VEREIT, Inc. Common Stock",86.953,16.22,12/4/2020
1576,SPGI,CCC-,S&P; Global Inc. Common Stock,86.897,-8.68,12/1/2020
1577,RHI,CCC-,Robert Half International Inc. Common Stock,86.884,15.97,12/11/2020
1578,INVH,CCC-,Invitation Homes Inc. Common Stock,86.845,3.04,12/11/2020
1579,MGP,CCC-,MGM Growth Properties LLC Class A common shares r,86.832,15.7,12/13/2020
1580,GLIBA,CCC-,"GCI Liberty, Inc. - Class A Common Stock",86.672,15.09,11/23/2020
1581,COO,CCC-,"Cooper Companies, Inc. (The) Common Stock",86.621,0.4,12/6/2020
1582,RF,CCC-,Regions Financial Corporation Common Stock,86.572,30.68,11/9/2020
1583,CTAS,CCC-,Cintas Corporation - Common Stock,86.456,9.63,11/7/2020
1584,TAL,CCC-,TAL Education Group American Depositary Shares,86.455,-8.47,11/5/2020
1585,AEP,CCC-,"American Electric Power Company, Inc. Common Stoc",86.371,5.5,11/26/2020
1586,ASH,CCC-,Ashland Global Holdings Inc. Common Stock,86.274,11.81,12/15/2020
1587,BFAM,CCC-,Bright Horizons Family Solutions Inc. Common Stoc,86.27,19.75,12/7/2020
1588,YUMC,CCC-,"Yum China Holdings, Inc. Common Stock",86.261,12.77,12/9/2020
1589,ROST,CCC-,"Ross Stores, Inc. - Common Stock",86.242,26.63,12/11/2020
1590,HSIC,CCC-,"Henry Schein, Inc. - Common Stock",86.129,13,12/2/2020
1591,NTES,CCC-,"NetEase, Inc. - American Depositary Shares, each",86.067,-4.18,12/9/2020
1592,PNC,CCC-,"PNC Financial Services Group, Inc. (The) Common S",86.066,29.52,11/27/2020
1593,AVGO,CCC-,Broadcom Limited - Ordinary Shares,86.023,18.12,12/3/2020
1594,PFGC,CCC-,Performance Food Group Company Common Stock,85.963,34.66,12/3/2020
1595,LBTYA,CCC-,Liberty Global plc - Class A Ordinary Shares,85.913,15.53,12/13/2020
1596,TRP,CCC-,TransCanada Corporation Common Stock,85.905,-3.84,12/12/2020
1597,CHKP,CCC-,Check Point Software Technologies Ltd. - Ordinary,85.895,3.32,12/11/2020
1598,CTVA,CCC-,"Corteva, Inc. Common Stock",85.874,32.97,8/24/2020
1599,RDY,CCC-,Dr. Reddy's Laboratories Ltd Common Stock,85.828,-2.9,11/8/2020
1600,CERN,CCC-,Cerner Corporation - Common Stock,85.37,2.66,11/25/2020
1601,LPL,CCC-,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",85.357,24.6,11/25/2020
1602,SJR,CCC-,Shaw Communications Inc. Common Stock,85.313,-3.16,12/18/2020
1603,PODD,CCC-,Insulet Corporation - Common Stock,85.234,7.52,11/20/2020
1604,EMR,CCC-,Emerson Electric Company Common Stock,85.204,19.71,12/11/2020
1605,MPLX,CCC-,MPLX LP Common Units Representing Limited Partner,85.178,26.31,12/15/2020
1606,FITB,CCC-,Fifth Third Bancorp - Common Stock,85.145,24.82,12/8/2020
1607,MA,CCC-,Mastercard Incorporated Common Stock,85.143,0.07,11/16/2020
1608,ANSS,CCC-,"ANSYS, Inc. - Common Stock",85.054,13.75,12/13/2020
1609,PEP,CCC-,"Pepsico, Inc. Common Stock",85.052,10.62,11/27/2020
1610,VIV,CCC-,"Telefonica Brasil, S.A. ADS",84.947,5.45,12/15/2020
1611,HWM,CCC-,Howmet Aerospace Inc. Common Stock,84.94,51.43,11/30/2020
1612,HD,CCC-,"Home Depot, Inc. (The) Common Stock",84.934,-4.06,12/15/2020
1613,VZ,CCC-,Verizon Communications Inc. Common Stock,84.848,0.94,11/18/2020
1614,ROL,CCC-,"Rollins, Inc. Common Stock",84.82,10.11,12/17/2020
1615,PCAR,CCC-,PACCAR Inc. - Common Stock,84.671,1.9,12/17/2020
1616,PBR,CCC-,Petroleo Brasileiro S.A.- Petrobras Common Stock,84.599,40.9,12/13/2020
1617,BBD,CCC-,Banco Bradesco Sa American Depositary Shares,84.559,41.42,12/2/2020
1618,HRL,CCC-,Hormel Foods Corporation Common Stock,84.474,-1.95,12/2/2020
1619,RCI,CCC-,"Rogers Communication, Inc. Common Stock",84.352,18.34,12/18/2020
1620,INTU,CCC-,Intuit Inc. - Common Stock,84.332,28.78,12/18/2020
1621,AMX,CCC-,"America Movil, S.A.B. de C.V. American Depository",84.253,12.5,12/16/2020
1622,HTHT,CCC-,"China Lodging Group, Limited - American Depositar",84.217,142.21,12/16/2020
1623,CI,CC,Cigna Corporation Common Stock,84.173,16.82,11/13/2020
1624,ATR,CC,"AptarGroup, Inc. Common Stock",84.145,16.18,12/18/2020
1625,DLR,CC,"Digital Realty Trust, Inc. Common Stock",84.138,-9.02,7/28/2020
1626,CCI,CC,Crown Castle International Corp. (REIT) Common St,84.137,0.24,8/4/2020
1627,TRMB,CC,Trimble Inc. - Common Stock,84.113,33.66,12/18/2020
1628,AFL,CC,AFLAC Incorporated Common Stock,84.099,16.8,12/16/2020
1629,LAMR,CC,Lamar Advertising Company - Class A Common Stock,84.063,20.95,12/17/2020
1630,BIO,CC,"Bio-Rad Laboratories, Inc. Class A Common Stock",84.056,14.29,12/18/2020
1631,OTIS,CC,Otis Worldwide Corporation Common Stock,83.812,8.09,12/17/2020
1632,SJM,CC,J.M. Smucker Company (The) New Common Stock,83.688,5.44,12/18/2020
1633,EVRG,CC,"Evergy, Inc. Common Stock",83.637,6.34,11/7/2020
1634,MAA,CC,"Mid-America Apartment Communities, Inc. Common St",83.615,9.28,8/12/2020
1635,PFG,CC,Principal Financial Group Inc - Common Stock,83.489,20.61,12/11/2020
1636,AGR,CC,"Avangrid, Inc. Common Stock",83.27,-6.33,10/14/2020
1637,cmcsa,CC,Comcast Corporation - Class A Common Stock,83.246,11.97,12/14/2020
1638,syf,CC,Synchrony Financial Common Stock,83.233,29.78,11/8/2020
1639,IDXX,CC,"IDEXX Laboratories, Inc. - Common Stock",83.01,35.07,10/29/2020
1640,CHD,CC,"Church & Dwight Company, Inc. Common Stock",82.966,-3,12/12/2020
1641,TFC,CC,Truist Financial Corporation Common Stock,82.945,20.32,12/14/2020
1642,TMO,CC,Thermo Fisher Scientific Inc Common Stock,82.813,8.57,8/13/2020
1643,GLPI,CC,"Gaming and Leisure Properties, Inc. - Common Stoc",82.721,23.8,9/13/2020
1644,ROP,CC,"Roper Technologies, Inc. Common Stock",82.66,8.77,12/10/2020
1645,TDY,CC,Teledyne Technologies Incorporated Common Stock,82.579,21.89,10/11/2020
1646,BUD,CC,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),82.575,24.23,12/9/2020
1647,MDT,CC,Medtronic plc. Ordinary Shares,82.534,7.34,11/30/2020
1648,HON,CC,Honeywell International Inc. Common Stock,82.498,28.35,7/11/2020
1649,cnhi,CC,CNH Industrial N.V. Common Shares,82.36,45.04,12/13/2020
1650,DOV,CC,Dover Corporation Common Stock,82.344,7.44,10/21/2020
1651,ETR,CC,Entergy Corporation Common Stock,82.123,2.79,11/25/2020
1652,TRV,CC,"The Travelers Companies, Inc. Common Stock",82.043,21.49,8/31/2020
1653,TJX,CC,"TJX Companies, Inc. (The) Common Stock",82.024,20.67,12/10/2020
1654,EQNR,CC,Equinor ASA,81.904,6.97,10/20/2020
1655,EPAM,CC,"EPAM Systems, Inc. Common Stock",81.899,9.12,11/30/2020
1656,BKI,CC,"Black Knight, Inc. Common Stock",81.831,5.92,12/16/2020
1657,ADI,CC,"Analog Devices, Inc. - Common Stock",81.803,20.55,11/29/2020
1658,VOD,CC,Vodafone Group Plc - American Depositary Shares e,81.629,20.7,10/26/2020
1659,TXN,CC,Texas Instruments Incorporated - Common Stock,81.472,12.44,10/15/2020
1660,GL,CC,Globe Life Inc. Common Stock,81.459,11.33,12/10/2020
1661,EIX,CC,Edison International Common Stock,81.427,22.42,12/11/2020
1662,CTSH,CC,Cognizant Technology Solutions Corporation - Clas,81.417,17.03,12/10/2020
1663,BDX,CC,"Becton, Dickinson and Company Common Stock",81.345,9.98,11/3/2020
1664,BAC,CC,Bank of America Corporation Common Stock,81.273,12.6,12/13/2020
1665,HIG,CC,"Hartford Financial Services Group, Inc. (The) Com",81.136,25.63,10/22/2020
1666,LYG,CC,Lloyds Banking Group Plc American Depositary Shar,80.817,43.45,10/30/2020
1667,MXIM,CC,"Maxim Integrated Products, Inc. - Common Stock",80.387,29.94,12/2/2020
1668,BCS,CC,Barclays PLC Common Stock,80.371,58.17,12/2/2020
1669,TM,CC,Toyota Motor Corporation Common Stock,80.25,14.35,10/26/2020
1670,CABO,CC,"Cable One, Inc. Common Stock",80.209,29.81,12/11/2020
1671,FMS,CC,Fresenius Medical Care AG Common Stock,80.208,-4.72,12/11/2020
1672,KDP,CC,Keurig Dr Pepper Inc. Common Stock,80.119,14.27,9/17/2020
1673,SWK,CC,"Stanley Black & Decker, Inc. Common Stock",79.963,13.96,11/28/2020
1674,ZTS,CC,Zoetis Inc. Class A Common Stock,79.92,1.16,10/24/2020
1675,UN,CC,Unilever NV Common Stock,79.671,1.31,11/18/2020
1676,FTV,CC,Fortive Corporation Common Stock,79.43,-8.49,11/9/2020
1677,HCA,CC,"HCA Healthcare, Inc. Common Stock",79.183,24.7,10/21/2020
1678,TROW,CC,"T. Rowe Price Group, Inc. - Common Stock",79.046,17.26,12/3/2020
1679,SBAC,CC,SBA Communications Corporation - Class A Common S,78.931,-10.95,10/18/2020
1680,GRFS,CC,"Grifols, S.A. - American Depositary Shares",78.521,13.75,12/5/2020
1681,KLAC,CC,KLA-Tencor Corporation - Common Stock,78.442,44.17,11/15/2020
1682,JHX,CC,James Hardie Industries plc American Depositary S,78.433,28.91,11/11/2020
1683,SNY,CC,Sanofi American Depositary Shares (Each repstg on,78.223,-6.11,12/8/2020
1684,INFY,CC,Infosys Limited American Depositary Shares,78.22,20.94,10/21/2020
1685,TD,CC,Toronto Dominion Bank (The) Common Stock,78.122,20.69,11/18/2020
1686,LYB,CC,LyondellBasell Industries NV Ordinary Shares Clas,78.122,12.4,10/6/2020
1687,CP,CC,Canadian Pacific Railway Limited Common Stock,78.106,13.16,12/9/2020
1688,LIN,CC,Linde plc Ordinary Share,77.77,4.18,11/29/2020
1689,CHL,CC,China Mobile Limited Common Stock,77.469,-14.9,12/15/2020
1690,TSM,CC,Taiwan Semiconductor Manufacturing Company Ltd.,77.071,19.62,12/13/2020
1691,NVS,CC,Novartis AG Common Stock,76.732,1.11,7/27/2020
1692,CM,CC,Canadian Imperial Bank of Commerce Common Stock,76.553,14.37,8/26/2020
1693,AMCR,CC,Amcor plc Ordinary Shares,76.541,6.11,8/12/2020
1694,BTI,CC,"British American Tobacco  Industries, p.l.c. Comm",76.161,10.18,10/11/2020
1695,GPN,CC,Global Payments Inc. Common Stock,75.993,9.09,10/31/2020
1696,IEX,CC,IDEX Corporation Common Stock,75.846,6.64,12/16/2020
1697,ADP,CC,"Automatic Data Processing, Inc. - Common Stock",75.783,28.11,11/12/2020
1698,SYK,CC,Stryker Corporation Common Stock,75.699,13.99,11/30/2020
1699,GWW,CC,"W.W. Grainger, Inc. Common Stock",75.616,17,8/23/2020
1700,UNH,CC,UnitedHealth Group Incorporated Common Stock (DE),75.551,11.15,11/17/2020
1701,VRSK,CC,"Verisk Analytics, Inc. - Common Stock",74.872,10.97,12/11/2020
1702,AJG,CC,Arthur J. Gallagher & Co. Common Stock,74.484,20.37,12/18/2020
1703,NVO,CC,Novo Nordisk A/S Common Stock,74.47,3.97,11/7/2020
1704,UNP,CC,Union Pacific Corporation Common Stock,74.368,-1.2,12/11/2020
1705,MDLZ,CC,"Mondelez International, Inc. - Class A Common Sto",74.037,2.63,12/16/2020
1706,IQV,CC,"IQVIA Holdings, Inc. Common Stock",73.938,14.16,12/18/2020
1707,ABEV,CC,Ambev S.A. American Depositary Shares (Each repre,73.583,35.22,12/18/2020
1708,CMS,CC,CMS Energy Corporation Common Stock,73.549,-2.58,12/17/2020
1709,FICO,CC,Fair Isaac Corproation Common Stock,73.526,21.1,11/1/2020
1710,WTRG,CC,"Essential Utilities, Inc. Common Stock",73.265,20.88,12/17/2020
1711,SAP,D,SAP  SE ADS,73.157,-17.98,12/18/2020
1712,TFX,D,Teleflex Incorporated Common Stock,72.922,17.7,12/1/2020
1713,ALC,D,Alcon Inc. Ordinary Shares,72.638,10.37,12/18/2020
1714,BHP,D,BHP Billiton Limited Common Stock,72.582,22.39,12/18/2020
1715,PG,D,Procter & Gamble Company (The) Common Stock,72.276,0.18,11/26/2020
1716,EXPD,D,"Expeditors International of Washington, Inc. - Co",71.463,-3.26,12/17/2020
1717,XRAY,D,DENTSPLY SIRONA Inc. - Common Stock,71.409,15.01,12/17/2020
1718,ASML,D,ASML Holding N.V. - ADS represents 1 ordinary sha,71.236,30.98,11/14/2020
1719,SRE,D,Sempra Energy Common Stock,71.184,9.5,12/6/2020
1720,DHR,D,Danaher Corporation Common Stock,70.847,8.96,12/10/2020
1721,ZBH,D,"Zimmer Biomet Holdings, Inc. Common Stock",70.531,9.11,9/10/2020
1722,MFC,D,Manulife Financial Corporation Common Stock,70.093,22.63,12/16/2020
1723,PLD,D,"ProLogis, Inc. Common Stock",68.384,0.39,10/23/2020
1724,MSFT,D,Microsoft Corporation - Common Stock,67.834,9.39,12/13/2020
1725,JCI,D,Johnson Controls International plc Ordinary Share,66.961,5.64,11/23/2020
1726,JKHY,D,"Jack Henry & Associates, Inc. - Common Stock",66.744,-0.5,11/27/2020
1727,GOOG,D,Alphabet Inc. - Class C Capital Stock,65.924,19.21,11/6/2020
1728,MMC,D,"Marsh & McLennan Companies, Inc. Common Stock",65.636,3.21,7/11/2020
1729,PSA,D,Public Storage Common Stock,64.954,5.24,12/11/2020
1730,ITUB,D,Itau Unibanco Banco Holding SA American Depositar,63.875,38.93,11/1/2020
1731,BCE,D,"BCE, Inc. Common Stock",62.91,3.88,8/23/2020
1732,NSC,D,Norfolk Southern Corporation Common Stock,62.783,3.91,12/3/2020
1733,SNN,D,"Smith & Nephew SNATS, Inc. Common Stock",62.511,4.34,11/9/2020
1734,CB,D,D/B/A Chubb Limited New Common Stock,62.409,33.4,12/16/2020
1735,DEO,D,Diageo plc Common Stock,62.319,19.36,11/7/2020
1736,APD,D,"Air Products and Chemicals, Inc. Common Stock",62.05,-12.98,10/5/2020
1737,ECL,D,Ecolab Inc. Common Stock,61.815,8.15,9/3/2020
1738,CSGP,D,"CoStar Group, Inc. - Common Stock",60.802,8.17,10/22/2020
1739,USB,D,U.S. Bancorp Common Stock,58.798,20.37,11/18/2020
1740,BMO,D,Bank Of Montreal Common Stock,58.734,27.8,11/23/2020
1741,GOOGL,D,Alphabet Inc. - Class A Common Stock,58.66,18.32,6/24/2020
1742,RY,D,Royal Bank Of Canada Common Stock,57.386,14.11,10/28/2020
1743,SLF,D,Sun Life Financial Inc. Common Stock,54.781,7.29,11/3/2020
1744,EQIX,D,"Equinix, Inc. - Common Stock",53.779,-6.2,7/6/2020
1745,MFG,D,"Mizuho Financial Group, Inc. Sponosred ADR (Japan",53.427,-4.29,11/25/2020
1746,WLTW,D,Willis Towers Watson Public Limited Company - Ord,52.92,1.88,7/11/2020
1747,VIACA,D,ViacomCBS Inc. - Class A Common Stock,52.822,24.43,9/30/2020
1748,PHG,D,Koninklijke Philips N.V. NY Registry Shares,51.07,16.6,6/24/2020
1749,IBN,D,ICICI Bank Limited Common Stock,49.646,39.55,7/11/2020
1750,AON,D,Aon plc Class A Ordinary Shares (UK),48.935,3.75,8/8/2020
1751,UL,D,Unilever PLC Common Stock,46.187,-3.41,7/11/2020
1752,ITW,D,Illinois Tool Works Inc. Common Stock,45.451,3.63,7/11/2020
1753,ACN,D,Accenture plc Class A Ordinary Shares (Ireland),43.898,16.45,8/16/2020
