Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
627,MTLS,BBB+,Materialise NV - American Depositary Shares,98.827,33.87,12/16/2020
628,CSL,BBB+,Carlisle Companies Incorporated Common Stock,98.826,20.15,12/12/2020
629,RETA,BBB+,"Reata Pharmaceuticals, Inc. - Class A Common Stoc",98.823,17.27,12/3/2020
630,DKS,BBB+,Dick's Sporting Goods Inc Common Stock,98.821,-9.23,12/10/2020
631,ALRM,BBB+,"Alarm.com Holdings, Inc. - Common Stock",98.818,61.21,12/11/2020
632,FOLD,BBB+,"Amicus Therapeutics, Inc. - Common Stock",98.817,64.84,12/7/2020
633,EFSC,BBB+,Enterprise Financial Services Corporation - Commo,98.816,58.68,12/13/2020
634,HPK,BBB+,"HighPeak Energy, Inc. - Common Stock",98.815,109.5,12/17/2020
635,SEAS,BBB+,"SeaWorld Entertainment, Inc. Common Stock",98.812,46.53,12/3/2020
636,LMNX,BBB+,Luminex Corporation - Common Stock,98.806,-3.24,12/15/2020
637,AL,BBB+,Air Lease Corporation Class A Common Stock,98.794,36.24,12/7/2020
638,BIIB,BBB+,Biogen Inc. - Common Stock,98.793,-12.11,11/28/2020
639,VCEL,BBB+,Vericel Corporation - Common Stock,98.79,39.93,12/15/2020
641,GM,BBB+,General Motors Company Common Stock,98.785,31.51,12/13/2020
640,MBT,BBB+,Mobile TeleSystems PJSC,98.785,1.89,12/12/2020
642,AMD,BBB+,"Advanced Micro Devices, Inc. - Common Stock",98.782,32.54,12/15/2020
643,ARNA,BBB+,"Arena Pharmaceuticals, Inc. - Common Stock",98.781,2.27,11/20/2020
644,THO,BBB+,"Thor Industries, Inc. Common Stock",98.78,3.59,12/11/2020
645,STOK,BBB+,"Stoke Therapeutics, Inc. - Common Stock",98.778,74.74,12/12/2020
648,VNET,BBB+,"21Vianet Group, Inc. - American Depositary Shares",98.774,71.32,12/11/2020
646,BRC,BBB+,Brady Corporation Common Stock,98.774,16.28,12/11/2020
647,DOOR,BBB+,Masonite International Corporation Ordinary Share,98.774,9.01,12/11/2020
649,INSP,BBB+,"Inspire Medical Systems, Inc. Common Stock",98.753,44.55,12/15/2020
650,ALGT,BBB+,Allegiant Travel Company - Common Stock,98.749,32.04,12/18/2020
651,VCRA,BBB+,"Vocera Communications, Inc. Common Stock",98.733,33.02,12/13/2020
652,MDRX,BBB+,"Allscripts Healthcare Solutions, Inc. - common st",98.729,69.76,12/15/2020
653,RCL,BBB+,Royal Caribbean Cruises Ltd. Common Stock,98.728,18.06,12/17/2020
654,TOL,BBB+,Toll Brothers Inc. Common Stock,98.728,3.06,12/17/2020
655,DEN,BBB+,Denbury Inc. Common Stock,98.724,43.06,11/30/2020
656,AMG,BBB+,"Affiliated Managers Group, Inc. Common Stock",98.72,43.94,12/18/2020
657,SGMS,BBB+,Scientific Games Corp - Class A Common Stock,98.714,18.8,12/13/2020
658,ORIC,BBB+,"Oric Pharmaceuticals, Inc. - Common Stock",98.712,107.14,12/16/2020
659,TRQ,BBB,Turquoise Hill Resources Ltd. Ordinary Shares,98.711,54.99,12/18/2020
660,VLO,BBB,Valero Energy Corporation Common Stock,98.705,15.67,12/15/2020
661,BRP,BBB,"BRP Group, Inc. - Class A Common Stock",98.7,60.54,12/18/2020
662,GEL,BBB,"Genesis Energy, L.P. Common Units",98.699,33.6,12/10/2020
663,BLMN,BBB,"Bloomin' Brands, Inc. - Common Stock",98.696,23.96,12/13/2020
664,PRGS,BBB,Progress Software Corporation - Common Stock,98.689,26.07,12/11/2020
665,NKTR,BBB,Nektar Therapeutics - Common Stock,98.679,-5.39,12/18/2020
666,LI,BBB,Li Auto Inc. - American Depositary Shares,98.676,93.41,12/15/2020
667,COMM,BBB,"CommScope Holding Company, Inc. - Common Stock",98.673,29.29,12/16/2020
668,KRTX,BBB,"Karuna Therapeutics, Inc. - Common Stock",98.663,23.64,12/15/2020
670,GTN,BBB,"Gray Communications Systems, Inc. Common Stock",98.662,15.39,12/16/2020
669,SPG,BBB,"Simon Property Group, Inc. Common Stock",98.662,47.83,11/25/2020
671,VIAC,BBB,ViacomCBS Inc. - Class B Common Stock,98.661,24.38,12/14/2020
672,WDFC,BBB,WD-40 Company - Common Stock,98.656,37.5,12/11/2020
673,FRHC,BBB,Freedom Holding Corp. - Common Stock,98.652,87.22,12/18/2020
674,CHRS,BBB,"Coherus BioSciences, Inc. - Common Stock",98.649,-9.89,12/11/2020
676,LUV,BBB,Southwest Airlines Company Common Stock,98.648,14.89,12/4/2020
675,SLQT,BBB,"SelectQuote, Inc. Common Stock",98.648,16.33,12/11/2020
677,BNR,BBB,Burning Rock Biotech Limited - American Depositar,98.647,4.41,12/16/2020
678,JOUT,BBB,Johnson Outdoors Inc. - Class A Common Stock,98.643,18.9,12/17/2020
679,UCTT,BBB,"Ultra Clean Holdings, Inc. - Common Stock",98.641,62.53,12/18/2020
681,VIPS,BBB,Vipshop Holdings Limited American Depositary Shar,98.633,49.72,10/25/2020
680,ZS,BBB,"Zscaler, Inc. - Common Stock",98.633,49.53,12/9/2020
682,XNCR,BBB,"Xencor, Inc. - Common Stock",98.632,3.08,12/8/2020
683,DB,BBB,Deutsche Bank AG Common Stock,98.616,21.25,11/20/2020
684,ULTA,BBB,"Ulta Beauty, Inc. - Common Stock",98.614,17.74,12/1/2020
685,PLAN,BBB,"Anaplan, Inc. Common Stock",98.61,24.31,12/1/2020
686,ALX,BBB,"Alexander's, Inc. Common Stock",98.61,10.1,12/10/2020
687,BBIO,BBB,"BridgeBio Pharma, Inc. - Common Stock",98.607,53.09,12/17/2020
688,CARG,BBB,"CarGurus, Inc. - Class A Common Stock",98.607,36.66,12/14/2020
689,mhk,BBB,"Mohawk Industries, Inc. Common Stock",98.607,33.71,12/11/2020
691,OZON,BBB,"Ozon Holdings PLC - ADS, each ADS representing on",98.605,27.38,12/17/2020
690,WPX,BBB,"WPX Energy, Inc. Common Stock",98.605,68.8,12/6/2020
692,MGM,BBB,MGM Resorts International Common Stock,98.602,41.51,12/14/2020
693,TMP,BBB,Tompkins Financial Corporation Common Stock,98.594,19.8,12/12/2020
694,VCYT,BBB,"Veracyte, Inc. - Common Stock",98.59,47.42,12/17/2020
695,cvac,BBB,CureVac N.V. - Ordinary Shares,98.589,113.63,12/15/2020
696,LEGN,BBB,Legend Biotech Corporation - American Depositary,98.588,0.41,12/11/2020
697,ACIA,BBB,"Acacia Communications, Inc. - Common Stock",98.587,4.95,12/13/2020
698,SIBN,BBB,"SI-BONE, Inc. - Common Stock",98.583,43.87,12/15/2020
699,SPOT,BBB,Spotify Technology S.A. Ordinary Shares,98.58,41.95,12/11/2020
700,MHO,BBB,"M/I Homes, Inc. Common Stock",98.577,10.89,12/18/2020
701,GILD,BBB,"Gilead Sciences, Inc. - Common Stock",98.575,-9.21,12/12/2020
702,ICHR,BBB,Ichor Holdings - Ordinary Shares,98.574,77.11,12/16/2020
703,RCUS,BBB,"Arcus Biosciences, Inc. Common Stock",98.564,33.98,12/13/2020
704,FTI,BBB,TechnipFMC plc Ordinary Share,98.561,31.09,12/3/2020
705,CMG,BBB,"Chipotle Mexican Grill, Inc. Common Stock",98.56,16.03,12/1/2020
707,UBER,BBB,"Uber Technologies, Inc. Common Stock",98.559,33.43,12/11/2020
706,CR,BBB,Crane Company Common Stock,98.559,46.4,12/13/2020
708,FIVE,BBB,"Five Below, Inc. - Common Stock",98.556,19.72,12/12/2020
709,IPHI,BBB,Inphi Corporation Common Stock $0.001 par value,98.548,51.14,11/2/2020
710,ZEAL,BBB,Zealand Pharma A/S - American Depositary Shares,98.546,8.32,12/16/2020
711,VRTU,BBB,Virtusa Corporation - common stock,98.546,-0.47,12/16/2020
712,GS,BBB,"Goldman Sachs Group, Inc. (The) Common Stock",98.541,25.44,11/30/2020
713,BJ,BBB,"BJ's Wholesale Club Holdings, Inc. Common Stock",98.54,-5.68,12/3/2020
714,HHC,BBB,Howard Hughes Corporation (The) Common Stock,98.537,34.86,12/10/2020
715,BPY,BBB,Brookfield Property Partners L.P. Limited Partner,98.532,37.72,12/9/2020
716,PEAK,BBB,"Healthpeak Properties, Inc. Common Stock",98.531,14.63,12/5/2020
718,HRB,BBB,"H&R; Block, Inc. Common Stock",98.531,8.97,12/17/2020
717,cve,BBB,Cenovus Energy Inc Common Stock,98.531,41.65,10/30/2020
719,MORF,BBB,"Morphic Holding, Inc. - Common Stock",98.526,13.44,12/17/2020
720,TTWO,BBB,"Take-Two Interactive Software, Inc. - Common Stoc",98.523,25.39,12/3/2020
721,PHAT,BBB,"Phathom Pharmaceuticals, Inc. - Common Stock",98.518,6.03,12/18/2020
722,PETQ,BBB,"PetIQ, Inc. - Class A Common Stock",98.508,8.36,12/17/2020
723,BA,BBB,Boeing Company (The) Common Stock,98.505,44.44,12/11/2020
724,KROS,BBB,"Keros Therapeutics, Inc. - common stock",98.498,99.77,12/16/2020
725,NWSA,BBB,News Corporation - Class A Common Stock,98.498,13.46,12/6/2020
726,NEWR,BBB,"New Relic, Inc. Common Stock",98.497,24.73,11/18/2020
727,SHYF,BBB,"The Shyft Group, Inc. - Common Stock",98.49,42.99,12/11/2020
728,CRY,BBB,"CryoLife, Inc. Common Stock",98.487,30.1,12/14/2020
729,NSTG,BBB,"NanoString Technologies, Inc. - Common Stock",98.484,73.29,12/17/2020
730,VSLR,BBB,"Vivint Solar, Inc. Common Stock",98.483,30.33,12/14/2020
731,KYMR,BBB,"Kymera Therapeutics, Inc. - Common Stock",98.483,116.63,12/16/2020
733,SR,BBB,Spire Inc. Common Stock,98.479,26.94,12/7/2020
732,TPR,BBB,"Tapestry, Inc. Common Stock",98.479,72.56,12/18/2020
734,SGRY,BBB,"Surgery Partners, Inc. - Common Stock",98.474,21.76,12/13/2020
735,su,BBB,Suncor Energy  Inc. Common Stock,98.467,31.27,10/29/2020
736,RTRX,BBB,"Retrophin, Inc. - Common Stock",98.465,20.64,11/8/2020
737,MYL,BBB,Mylan N.V. - Common Stock,98.458,5.59,11/9/2020
738,silk,BBB,"Silk Road Medical, Inc. - Common Stock",98.457,-15.29,12/11/2020
739,EQC,BBB,Equity Commonwealth Common Shares of Beneficial I,98.455,-11.47,11/5/2020
740,DNLI,BBB,Denali Therapeutics Inc. - Common Stock,98.451,156.49,12/18/2020
741,LB,BBB,"L Brands, Inc.",98.45,28.42,12/18/2020
742,EVH,BBB,"Evolent Health, Inc Class A Common Stock",98.449,18.77,12/14/2020
743,OKTA,BBB,"Okta, Inc. - Class A Common Stock",98.448,38.78,11/29/2020
744,kc,BBB,Kingsoft Cloud Holdings Limited - American Deposi,98.447,33.04,12/13/2020
745,bdtx,BBB,"Black Diamond Therapeutics, Inc. - Common Stock",98.447,10.12,12/5/2020
746,tco,BBB,"Taubman Centers, Inc. Common Stock",98.444,19.6,12/17/2020
747,NP,BBB-,"Neenah Paper, Inc. Common Stock",98.441,35.92,12/18/2020
748,NHC,BBB-,National HealthCare Corporation Common Stock,98.44,5.42,12/17/2020
750,STOR,BBB-,STORE Capital Corporation Common Stock,98.44,24.14,12/17/2020
749,LEG,BBB-,"Leggett & Platt, Incorporated Common Stock",98.44,-5.15,12/18/2020
751,CVGW,BBB-,"Calavo Growers, Inc. - Common Stock",98.439,8.51,12/18/2020
752,GH,BBB-,"Guardant Health, Inc. - Common Stock",98.437,9.05,12/18/2020
753,cx,BBB-,"Cemex, S.A.B. de C.V. Sponsored ADR",98.435,32.47,12/14/2020
754,AROC,BBB-,"Archrock, Inc. Common Stock",98.433,51.08,12/16/2020
755,QNST,BBB-,"QuinStreet, Inc. - Common Stock",98.43,40,12/18/2020
756,LOGI,BBB-,Logitech International S.A. - Registered Shares,98.428,32.49,12/16/2020
757,OSPN,BBB-,OneSpan Inc. - Common Stock,98.419,-8.38,12/13/2020
758,HZNP,BBB-,Horizon Pharma plc - common stock,98.415,-13.14,12/13/2020
759,CDXS,BBB-,"Codexis, Inc. - Common Stock",98.414,74.86,12/17/2020
760,OMAB,BBB-,Grupo Aeroportuario del Centro Norte S.A.B. de C.,98.414,40.28,12/17/2020
761,TCP,BBB-,"TC PipeLines, LP Common Units representing Limite",98.402,16.75,11/18/2020
762,FRG,BBB-,"Franchise Group, Inc. - Common Stock",98.398,0.18,12/18/2020
763,PCG,BBB-,Pacific Gas & Electric Co. Common Stock,98.388,25.96,12/16/2020
764,VIRT,BBB-,"Virtu Financial, Inc. - Class A Common Stock",98.387,-9.1,12/9/2020
766,LGIH,BBB-,"LGI Homes, Inc. - Common Stock",98.383,6.44,12/18/2020
765,UPLD,BBB-,"Upland Software, Inc. - Common Stock",98.383,23.72,11/26/2020
767,PRIM,BBB-,Primoris Services Corporation - Common Stock,98.378,52.42,12/15/2020
768,CCS,BBB-,"Century Communities, Inc. Common Stock",98.36,15.13,12/13/2020
769,COUP,BBB-,Coupa Software Incorporated - Common Stock,98.353,41.91,12/16/2020
770,GRA,BBB-,W.R. Grace & Co. Common Stock,98.348,20.73,12/14/2020
771,HAS,BBB-,"Hasbro, Inc. - Common Stock",98.344,14.93,10/28/2020
772,ARD,BBB-,Ardagh Group S.A. Common Shares,98.344,15.47,12/14/2020
773,CW,BBB-,Curtiss-Wright Corporation Common Stock,98.328,14.32,12/17/2020
774,KN,BBB-,Knowles Corporation Common Stock,98.326,20.02,11/11/2020
775,TGNA,BBB-,TEGNA Inc,98.326,10.3,12/4/2020
776,MTOR,BBB-,"Meritor, Inc. Common Stock",98.325,33.78,12/17/2020
777,GLOB,BBB-,Globant S.A. Common Shares,98.312,15.85,11/28/2020
778,ORA,BBB-,"Ormat Technologies, Inc. Common Stock",98.306,59.44,12/6/2020
779,KGC,BBB-,Kinross Gold Corporation Common Stock,98.305,-24.39,12/17/2020
780,IMAB,BBB-,I-MAB - American Depositary Shares,98.301,12.66,12/16/2020
781,AZN,BBB-,Astrazeneca PLC Common Stock,98.295,-8.25,12/9/2020
782,NSP,BBB-,"Insperity, Inc. Common Stock",98.292,26.4,12/16/2020
783,STAG,BBB-,"Stag Industrial, Inc. Common Stock",98.286,-0.13,12/13/2020
784,MSM,BBB-,"MSC Industrial Direct Company, Inc. Common Stock",98.285,31.32,12/11/2020
785,AHCO,BBB-,AdaptHealth Corp.  - Class A Common Stock,98.275,64.47,11/15/2020
786,ACH,BBB-,Aluminum Corporation of China Limited American De,98.257,38.98,12/18/2020
788,hska,BBB-,Heska Corporation - Common Stock,98.25,49.77,12/11/2020
787,SFNC,BBB-,Simmons First National Corporation - Common Stock,98.25,30.99,12/17/2020
790,PFE,BBB-,"Pfizer, Inc. Common Stock",98.249,3.85,12/15/2020
789,WSM,BBB-,"Williams-Sonoma, Inc. Common Stock (DE)",98.249,27.5,12/11/2020
791,CUBE,BBB-,CubeSmart Common Shares,98.241,3.22,12/3/2020
792,GDOT,BBB-,"Green Dot Corporation Class A Common Stock, $0.00",98.24,16.75,11/10/2020
793,BMRN,BBB-,BioMarin Pharmaceutical Inc. - Common Stock,98.237,13.74,12/15/2020
794,ORI,BBB-,Old Republic International Corporation Common Sto,98.236,28.39,11/30/2020
795,GBIO,BBB-,Generation Bio Co. - Common stock,98.229,-3.77,12/12/2020
796,ALB,BBB-,Albemarle Corporation Common Stock,98.227,31.35,12/11/2020
797,AMRC,BBB-,"Ameresco, Inc. Class A Common Stock",98.218,62.14,12/11/2020
798,TRTN,BBB-,Triton International Limited Common Shares,98.216,17.86,12/6/2020
799,DRI,BBB-,"Darden Restaurants, Inc. Common Stock",98.215,31.96,12/9/2020
800,CIB,BBB-,BanColombia S.A. Common Stock,98.215,52.1,12/3/2020
801,DRD,BBB-,DRDGOLD Limited American Depositary Shares,98.214,-5.29,12/16/2020
802,FRPT,BBB-,"Freshpet, Inc. - Common Stock",98.213,29.49,12/11/2020
803,CIEN,BBB-,Ciena Corporation Common Stock,98.206,19.78,12/15/2020
804,ESE,BBB-,ESCO Technologies Inc. Common Stock,98.201,22.4,12/16/2020
805,ALVR,BBB-,"AlloVir, Inc. - Common Stock",98.198,323.48,12/18/2020
806,HBI,BBB-,Hanesbrands Inc. Common Stock,98.192,-9.53,12/15/2020
807,CLH,BBB-,"Clean Harbors, Inc. Common Stock",98.191,30.25,12/9/2020
808,QUOT,BBB-,Quotient Technology Inc. Common Stock,98.188,27.55,10/26/2020
809,SON,BBB-,Sonoco Products Company Common Stock,98.187,14.91,12/13/2020
810,TDS,BBB-,"Telephone and Data Systems, Inc. Common Shares",98.187,-13.66,12/13/2020
811,CLR,BBB-,"Continental Resources, Inc. Common Stock",98.185,16.32,12/15/2020
812,ALXN,BBB-,"Alexion Pharmaceuticals, Inc. - Common Stock",98.183,38.59,12/16/2020
813,PDCE,BBB-,"PDC Energy, Inc. - Common Stock",98.17,56.27,12/11/2020
814,BLI,BBB-,"Berkeley Lights, Inc. - Common Stock",98.159,21.56,12/11/2020
815,lulu,BBB-,lululemon athletica inc. - Common Stock,98.159,12,12/15/2020
816,SNEX,BBB-,StoneX Group Inc. - Common Stock,98.156,3.12,12/18/2020
817,MYOK,BBB-,"MyoKardia, Inc. - Common Stock",98.155,65.69,12/14/2020
819,DECK,BBB-,Deckers Outdoor Corporation Common Stock,98.153,44.38,12/17/2020
818,BUR,BBB-,Burcon NutraScience Corp - Ordinary Shares,98.153,-0.92,12/9/2020
820,RL,BBB-,Ralph Lauren Corporation Common Stock,98.145,33.29,12/17/2020
821,RPAY,BBB-,Repay Holdings Corporation  - Class A Common Stoc,98.14,6.3,12/13/2020
822,IMVT,BBB-,"Immunovant, Inc.  - Common Stock",98.14,62.23,11/24/2020
823,ADNT,BBB-,Adient plc Ordinary Shares,98.134,109.96,12/12/2020
824,AGYS,BBB-,"Agilysys, Inc. - Common Stock",98.132,58.23,12/18/2020
825,SKX,BBB-,"Skechers U.S.A., Inc. Common Stock",98.129,26.24,12/18/2020
826,UNM,BBB-,Unum Group Common Stock,98.128,21.26,11/25/2020
827,ESRT,BBB-,"Empire State Realty Trust, Inc. Class A Common St",98.126,52.99,12/17/2020
828,WOR,BBB-,"Worthington Industries, Inc. Common Stock",98.12,26.56,12/15/2020
829,MDC,BBB-,"M.D.C. Holdings, Inc. Common Stock",98.118,13.46,12/18/2020
830,AX,BBB-,"Axos Financial, Inc. Common Stock",98.118,55.3,11/28/2020
831,LAD,BBB-,"Lithia Motors, Inc. Common Stock",98.114,52.56,11/28/2020
832,PLMR,BBB-,"Palomar Holdings, Inc. - Common stock",98.107,-18.68,12/12/2020
833,VNOM,BBB-,Viper Energy Partners LP - Common Unit,98.095,57.09,12/10/2020
834,EBS,BB+,"Emergent Biosolutions, Inc. Common Stock",98.094,-9.27,12/18/2020
835,PRSC,BB+,The Providence Service Corporation - Common Stock,98.093,53.7,11/16/2020
836,MTCH,BB+,"Match Group, Inc. - Common Stock",98.092,40.36,12/16/2020
837,SF,BB+,Stifel Financial Corporation Common Stock,98.081,47.02,11/28/2020
838,POOL,BB+,Pool Corporation - Common Stock,98.076,18.46,12/18/2020
840,APO,BB+,"Apollo Global Management, LLC Class A Common Shar",98.075,77.93,12/18/2020
839,XEC,BB+,Cimarex Energy Co Common Stock,98.075,53.35,12/17/2020
841,HLF,BB+,Herbalife Ltd. Common Stock,98.068,-8,12/15/2020
842,AZRE,BB+,Azure Power Global Limited Equity Shares,98.06,-2.32,12/16/2020
843,SMAR,BB+,Smartsheet Inc. Class A Common Stock,98.02,62.79,12/18/2020
844,CLGX,BB+,"CoreLogic, Inc. Common Stock",98.018,14.44,11/15/2020
845,FIVN,BB+,"Five9, Inc. - Common Stock",98.018,42.62,12/16/2020
846,OZK,BB+,Bank OZK - Common Stock,98.016,42.27,11/16/2020
847,STNE,BB+,StoneCo Ltd. - Class A Common Share,98.013,51.17,12/18/2020
848,CYBR,BB+,CyberArk Software Ltd. - Ordinary Shares,98.008,22.46,12/13/2020
849,ACAD,BB+,ACADIA Pharmaceuticals Inc. - Common Stock,98.008,36.22,12/15/2020
850,FDX,BB+,FedEx Corporation Common Stock,98.007,18.96,12/15/2020
851,CAT,BB+,"Caterpillar, Inc. Common Stock",98.006,18.17,12/16/2020
852,AVLR,BB+,"Avalara, Inc. Common Stock",98.006,29.76,12/17/2020
853,crvl,BB+,CorVel Corp. - Common Stock,97.992,15.21,12/17/2020
854,CSTM,BB+,Constellium N.V. Ordinary Shares,97.985,75.92,12/9/2020
855,RVMD,BB+,"Revolution Medicines, Inc. - Common Stock",97.983,39.74,12/16/2020
856,APOG,BB+,"Apogee Enterprises, Inc. - Common Stock",97.979,42.51,12/16/2020
857,TEO,BB+,Telecom Argentina SA,97.968,5.43,12/13/2020
